cliente_id,cliente,dni,email,ciudad,pais,tienda,estado,cantidad_ventas,total_vendido
286,VELMA LUCAS,40000286,VELMA.LUCAS@sakilacustomer.org,Effon-Alaiye,Nigeria,1,activo,27,117.73
577,CLIFTON MALCOLM,40000577,CLIFTON.MALCOLM@sakilacustomer.org,Tanshui,Taiwan,2,activo,27,117.73
14,BETTY WHITE,40000014,BETTY.WHITE@sakilacustomer.org,Citrus Heights,United States,2,activo,28,117.72
126,ELLEN SIMPSON,40000126,ELLEN.SIMPSON@sakilacustomer.org,Poá,Brazil,1,activo,28,117.72
386,TODD TAN,40000386,TODD.TAN@sakilacustomer.org,Kamjanets-Podilskyi,Ukraine,1,activo,29,117.71
538,TED BREAUX,40000538,TED.BREAUX@sakilacustomer.org,Baicheng,China,2,activo,29,117.71
42,CAROLYN PEREZ,40000042,CAROLYN.PEREZ@sakilacustomer.org,Pak Kret,Thailand,2,activo,30,117.7
595,TERRENCE GUNDERSON,40000595,TERRENCE.GUNDERSON@sakilacustomer.org,Jinzhou,China,1,activo,30,117.7
321,KEVIN SCHULER,40000321,KEVIN.SCHULER@sakilacustomer.org,Birgunj,Nepal,1,activo,22,116.78
432,EDWIN BURK,40000432,EDWIN.BURK@sakilacustomer.org,Newcastle,South Africa,1,activo,23,116.77
408,MANUEL MURRELL,40000408,MANUEL.MURRELL@sakilacustomer.org,Jaffna,Sri Lanka,1,activo,30,116.7
214,KRISTIN JOHNSTON,40000214,KRISTIN.JOHNSTON@sakilacustomer.org,Sunnyvale,United States,1,activo,31,116.69
446,THEODORE CULP,40000446,THEODORE.CULP@sakilacustomer.org,Uluberia,India,2,inactivo,31,116.69
254,MAXINE SILVA,40000254,MAXINE.SILVA@sakilacustomer.org,Poços de Caldas,Brazil,2,activo,32,116.68
304,DAVID ROYAL,40000304,DAVID.ROYAL@sakilacustomer.org,Callao,Peru,2,activo,26,115.74
512,CECIL VINES,40000512,CECIL.VINES@sakilacustomer.org,London,United Kingdom,1,activo,26,115.74
58,JEAN BELL,40000058,JEAN.BELL@sakilacustomer.org,Kuching,Malaysia,1,activo,27,115.73
500,REGINALD KINDER,40000500,REGINALD.KINDER@sakilacustomer.org,Madiun,Indonesia,1,activo,28,115.72
25,DEBORAH WALKER,40000025,DEBORAH.WALKER@sakilacustomer.org,Shikarpur,Pakistan,1,activo,29,115.71
287,BECKY MILES,40000287,BECKY.MILES@sakilacustomer.org,Tambaram,India,2,activo,29,115.71
481,HERMAN DEVORE,40000481,HERMAN.DEVORE@sakilacustomer.org,Mwanza,Tanzania,1,activo,29,115.71
485,CLYDE TOBIAS,40000485,CLYDE.TOBIAS@sakilacustomer.org,Shaoguan,China,1,activo,29,115.71
588,MARION OCAMPO,40000588,MARION.OCAMPO@sakilacustomer.org,Weifang,China,1,activo,29,115.71
20,SHARON ROBINSON,40000020,SHARON.ROBINSON@sakilacustomer.org,Mardan,Pakistan,2,activo,30,115.7
53,HEATHER MORRIS,40000053,HEATHER.MORRIS@sakilacustomer.org,Nagareyama,Japan,1,activo,30,115.7
444,MARCUS HIDALGO,40000444,MARCUS.HIDALGO@sakilacustomer.org,Tartu,Estonia,2,activo,30,115.7
503,ANGEL BARCLAY,40000503,ANGEL.BARCLAY@sakilacustomer.org,Ueda,Japan,1,activo,32,115.68
427,JESUS MCCARTNEY,40000427,JESUS.MCCARTNEY@sakilacustomer.org,Guarujá,Brazil,2,activo,24,114.76
343,DOUGLAS GRAF,40000343,DOUGLAS.GRAF@sakilacustomer.org,Mexicali,Mexico,1,activo,25,114.75
44,MARIE TURNER,40000044,MARIE.TURNER@sakilacustomer.org,Lipetsk,Russian Federation,1,activo,26,114.74
171,DOLORES WAGNER,40000171,DOLORES.WAGNER@sakilacustomer.org,Ipoh,Malaysia,2,activo,26,114.74
220,CHARLENE ALVAREZ,40000220,CHARLENE.ALVAREZ@sakilacustomer.org,Zanzibar,Tanzania,2,activo,27,114.73
57,EVELYN MORGAN,40000057,EVELYN.MORGAN@sakilacustomer.org,Vaduz,Liechtenstein,2,activo,28,114.72
317,EDWARD BAUGH,40000317,EDWARD.BAUGH@sakilacustomer.org,Tórshavn,Faroe Islands,2,activo,28,114.72
338,DENNIS GILMAN,40000338,DENNIS.GILMAN@sakilacustomer.org,Paarl,South Africa,1,activo,28,114.72
457,BILL GAVIN,40000457,BILL.GAVIN@sakilacustomer.org,Rockford,United States,2,activo,28,114.72
186,HOLLY FOX,40000186,HOLLY.FOX@sakilacustomer.org,Haldia,India,2,activo,31,114.69
323,MATTHEW MAHAN,40000323,MATTHEW.MAHAN@sakilacustomer.org,Cuautla,Mexico,2,activo,31,114.69
22,LAURA RODRIGUEZ,40000022,LAURA.RODRIGUEZ@sakilacustomer.org,Salé,Morocco,1,activo,22,113.78
582,ANDY VANHORN,40000582,ANDY.VANHORN@sakilacustomer.org,Huejutla de Reyes,Mexico,2,activo,25,113.75
294,SHELLY WATTS,40000294,SHELLY.WATTS@sakilacustomer.org,Dayton,United States,2,activo,26,113.74
486,GLEN TALBERT,40000486,GLEN.TALBERT@sakilacustomer.org,Acuña,Mexico,1,activo,26,113.74
593,RENE MCALISTER,40000593,RENE.MCALISTER@sakilacustomer.org,Garden Grove,United States,2,activo,26,113.74
139,AMBER DIXON,40000139,AMBER.DIXON@sakilacustomer.org,Touliu,Taiwan,1,activo,27,113.73
113,CINDY FISHER,40000113,CINDY.FISHER@sakilacustomer.org,Cumaná,Venezuela,2,activo,29,113.71
447,CLIFFORD BOWENS,40000447,CLIFFORD.BOWENS@sakilacustomer.org,Nabereznyje Tšelny,Russian Federation,1,activo,29,113.71
157,DARLENE ROSE,40000157,DARLENE.ROSE@sakilacustomer.org,Pyongyang,North Korea,2,activo,31,113.69
91,LOIS BUTLER,40000091,LOIS.BUTLER@sakilacustomer.org,Bandar Seri Begawan,Brunei,2,activo,35,113.65
493,BRENT HARKINS,40000493,BRENT.HARKINS@sakilacustomer.org,Sultanbeyli,Turkey,1,activo,23,112.77
540,TYRONE ASHER,40000540,TYRONE.ASHER@sakilacustomer.org,Ruse,Bulgaria,1,activo,24,112.76
63,ASHLEY RICHARDSON,40000063,ASHLEY.RICHARDSON@sakilacustomer.org,Lincoln,United States,1,activo,25,112.75
590,SETH HANNON,40000590,SETH.HANNON@sakilacustomer.org,al-Manama,Bahrain,2,activo,25,112.75
327,LARRY THRASHER,40000327,LARRY.THRASHER@sakilacustomer.org,Adana,Turkey,2,activo,26,112.74
407,DALE RATCLIFF,40000407,DALE.RATCLIFF@sakilacustomer.org,Rustenburg,South Africa,1,activo,27,112.73
441,MARIO CHEATHAM,40000441,MARIO.CHEATHAM@sakilacustomer.org,Batna,Algeria,1,activo,28,112.72
161,GERALDINE PERKINS,40000161,GERALDINE.PERKINS@sakilacustomer.org,Tel Aviv-Jaffa,Israel,1,activo,30,112.7
256,MABEL HOLLAND,40000256,MABEL.HOLLAND@sakilacustomer.org,Monywa,Myanmar,2,activo,30,112.7
453,CALVIN MARTEL,40000453,CALVIN.MARTEL@sakilacustomer.org,Maracaíbo,Venezuela,1,activo,23,111.77
528,CLAUDE HERZOG,40000528,CLAUDE.HERZOG@sakilacustomer.org,Benguela,Angola,1,activo,25,111.75
234,CLAUDIA FULLER,40000234,CLAUDIA.FULLER@sakilacustomer.org,Jalib al-Shuyukh,Kuwait,1,activo,26,111.74
518,GABRIEL HARDER,40000518,GABRIEL.HARDER@sakilacustomer.org,Sivas,Turkey,1,activo,26,111.74
116,VICTORIA GIBSON,40000116,VICTORIA.GIBSON@sakilacustomer.org,Pemalang,Indonesia,1,activo,27,111.73
396,EARL SHANKS,40000396,EARL.SHANKS@sakilacustomer.org,Iwatsuki,Japan,1,activo,27,111.73
579,DARYL LARUE,40000579,DARYL.LARUE@sakilacustomer.org,Mosul,Iraq,2,activo,27,111.73
213,GINA WILLIAMSON,40000213,GINA.WILLIAMSON@sakilacustomer.org,Taizz,Yemen,1,activo,28,111.72
592,TERRANCE ROUSH,40000592,TERRANCE.ROUSH@sakilacustomer.org,Székesfehérvár,Hungary,1,inactivo,29,111.71
28,CYNTHIA YOUNG,40000028,CYNTHIA.YOUNG@sakilacustomer.org,Munger (Monghyr),India,1,activo,32,111.68
258,MYRTLE FLEMING,40000258,MYRTLE.FLEMING@sakilacustomer.org,Santiago de los Caballeros,Dominican Republic,1,activo,24,110.76
375,AARON SELBY,40000375,AARON.SELBY@sakilacustomer.org,Mwene-Ditu,"Congo, The Democratic Republic of the",2,activo,24,110.76
417,TRAVIS ESTEP,40000417,TRAVIS.ESTEP@sakilacustomer.org,al-Qatif,Saudi Arabia,1,activo,25,110.75
231,GEORGIA JACOBS,40000231,GEORGIA.JACOBS@sakilacustomer.org,Uttarpara-Kotrung,India,1,activo,26,110.74
40,AMANDA CARTER,40000040,AMANDA.CARTER@sakilacustomer.org,Nador,Morocco,2,activo,27,110.73
190,YOLANDA WEAVER,40000190,YOLANDA.WEAVER@sakilacustomer.org,Tabora,Tanzania,2,activo,27,110.73
90,RUBY WASHINGTON,40000090,RUBY.WASHINGTON@sakilacustomer.org,Meixian,China,2,activo,28,110.72
376,RANDY GAITHER,40000376,RANDY.GAITHER@sakilacustomer.org,Kurgan,Russian Federation,1,activo,28,110.72
559,EVERETT BANDA,40000559,EVERETT.BANDA@sakilacustomer.org,Bilbays,Egypt,2,activo,28,110.72
563,KEN PREWITT,40000563,KEN.PREWITT@sakilacustomer.org,Bucuresti,Romania,2,activo,29,110.71
135,JUANITA MASON,40000135,JUANITA.MASON@sakilacustomer.org,Pune,India,2,activo,30,110.7
424,KYLE SPURLOCK,40000424,KYLE.SPURLOCK@sakilacustomer.org,Shanwei,China,2,activo,30,110.7
138,HAZEL WARREN,40000138,HAZEL.WARREN@sakilacustomer.org,Hohhot,China,1,activo,34,110.66
477,DAN PAINE,40000477,DAN.PAINE@sakilacustomer.org,Stockport,United Kingdom,1,activo,22,109.78
155,GAIL KNIGHT,40000155,GAIL.KNIGHT@sakilacustomer.org,Bern,Switzerland,1,activo,25,109.75
193,KATIE ELLIOTT,40000193,KATIE.ELLIOTT@sakilacustomer.org,Kisumu,Kenya,2,activo,25,109.75
305,RICHARD MCCRARY,40000305,RICHARD.MCCRARY@sakilacustomer.org,Arlington,United States,1,activo,25,109.75
460,LEON BOSTIC,40000460,LEON.BOSTIC@sakilacustomer.org,Florencia,Colombia,1,activo,25,109.75
562,WALLACE SLONE,40000562,WALLACE.SLONE@sakilacustomer.org,Sokoto,Nigeria,1,activo,25,109.75
121,JOSEPHINE GOMEZ,40000121,JOSEPHINE.GOMEZ@sakilacustomer.org,Etawah,India,1,activo,26,109.74
333,ANDREW PURDY,40000333,ANDREW.PURDY@sakilacustomer.org,Baku,Azerbaijan,2,activo,27,109.73
471,DEAN SAUER,40000471,DEAN.SAUER@sakilacustomer.org,Johannesburg,South Africa,1,activo,27,109.73
290,KRISTINA CHAMBERS,40000290,KRISTINA.CHAMBERS@sakilacustomer.org,Valle de la Pascua,Venezuela,1,activo,28,109.72
574,JULIAN VEST,40000574,JULIAN.VEST@sakilacustomer.org,Akishima,Japan,2,activo,28,109.72
405,LEONARD SCHOFIELD,40000405,LEONARD.SCHOFIELD@sakilacustomer.org,Tandil,Argentina,1,activo,32,109.68
47,FRANCES PARKER,40000047,FRANCES.PARKER@sakilacustomer.org,Juazeiro do Norte,Brazil,1,activo,22,108.78
541,DARREN WINDHAM,40000541,DARREN.WINDHAM@sakilacustomer.org,Livorno,Italy,2,activo,24,108.76
201,VICKI FIELDS,40000201,VICKI.FIELDS@sakilacustomer.org,Witten,Germany,1,activo,25,108.75
572,SIDNEY BURLESON,40000572,SIDNEY.BURLESON@sakilacustomer.org,Czestochowa,Poland,1,activo,25,108.75
587,SERGIO STANFIELD,40000587,SERGIO.STANFIELD@sakilacustomer.org,Celaya,Mexico,1,activo,26,108.74
145,LUCILLE HOLMES,40000145,LUCILLE.HOLMES@sakilacustomer.org,Soshanguve,South Africa,1,activo,28,108.72
275,CAROLE BARNETT,40000275,CAROLE.BARNETT@sakilacustomer.org,Peoria,United States,2,activo,30,108.7
246,MARIAN MENDOZA,40000246,MARIAN.MENDOZA@sakilacustomer.org,Maringá,Brazil,1,activo,23,107.77
249,DORA MEDINA,40000249,DORA.MEDINA@sakilacustomer.org,Tianjin,China,2,activo,23,107.77
127,ELAINE STEVENS,40000127,ELAINE.STEVENS@sakilacustomer.org,Smolensk,Russian Federation,2,activo,24,107.76
553,MAX PITT,40000553,MAX.PITT@sakilacustomer.org,Novi Sad,Yugoslavia,1,activo,24,107.76
109,EDNA WEST,40000109,EDNA.WEST@sakilacustomer.org,Klerksdorp,South Africa,2,activo,26,107.74
261,DEANNA BYRD,40000261,DEANNA.BYRD@sakilacustomer.org,Tuguegarao,Philippines,1,activo,26,107.74
581,VIRGIL WOFFORD,40000581,VIRGIL.WOFFORD@sakilacustomer.org,José Azueta,Mexico,1,activo,27,107.73
24,KIMBERLY LEE,40000024,KIMBERLY.LEE@sakilacustomer.org,Córdoba,Argentina,2,activo,29,107.71
52,JULIE SANCHEZ,40000052,JULIE.SANCHEZ@sakilacustomer.org,A Coruña (La Coruña),Spain,1,activo,29,107.71
418,JEFF EAST,40000418,JEFF.EAST@sakilacustomer.org,San Felipe de Puerto Plata,Dominican Republic,2,activo,30,107.7
452,TOM MILNER,40000452,TOM.MILNER@sakilacustomer.org,Abu Dhabi,United Arab Emirates,1,activo,32,107.68
341,PETER MENARD,40000341,PETER.MENARD@sakilacustomer.org,Ede,Netherlands,1,activo,23,106.77
345,CARL ARTIS,40000345,CARL.ARTIS@sakilacustomer.org,San Lorenzo,Paraguay,1,activo,23,106.77
379,CARLOS COUGHLIN,40000379,CARLOS.COUGHLIN@sakilacustomer.org,Bhavnagar,India,1,activo,23,106.77
11,LISA ANDERSON,40000011,LISA.ANDERSON@sakilacustomer.org,Sagamihara,Japan,2,activo,24,106.76
98,LILLIAN GRIFFIN,40000098,LILLIAN.GRIFFIN@sakilacustomer.org,al-Ayn,United Arab Emirates,1,activo,25,106.75
160,ERIN DUNN,40000160,ERIN.DUNN@sakilacustomer.org,Ljubertsy,Russian Federation,2,activo,27,106.73
381,BOBBY BOUDREAU,40000381,BOBBY.BOUDREAU@sakilacustomer.org,South Hill,Anguilla,2,activo,35,106.65
429,FREDERICK ISBELL,40000429,FREDERICK.ISBELL@sakilacustomer.org,Tsuyama,Japan,2,activo,21,105.79
150,DANIELLE DANIELS,40000150,DANIELLE.DANIELS@sakilacustomer.org,Hidalgo,Mexico,2,activo,25,105.75
308,THOMAS GRIGSBY,40000308,THOMAS.GRIGSBY@sakilacustomer.org,Kansas City,United States,1,activo,25,105.75
414,VINCENT RALSTON,40000414,VINCENT.RALSTON@sakilacustomer.org,Allende,Mexico,1,activo,25,105.75
517,BRAD MCCURDY,40000517,BRAD.MCCURDY@sakilacustomer.org,Chungho,Taiwan,2,activo,25,105.75
96,DIANA ALEXANDER,40000096,DIANA.ALEXANDER@sakilacustomer.org,Augusta-Richmond County,United States,1,activo,27,105.73
397,JIMMY SCHRADER,40000397,JIMMY.SCHRADER@sakilacustomer.org,Atšinsk,Russian Federation,1,activo,29,105.71
247,STELLA MORENO,40000247,STELLA.MORENO@sakilacustomer.org,Coacalco de Berriozábal,Mexico,1,activo,22,104.78
409,RODNEY MOELLER,40000409,RODNEY.MOELLER@sakilacustomer.org,Deba Habe,Nigeria,2,activo,23,104.77
466,LEO EBERT,40000466,LEO.EBERT@sakilacustomer.org,Dongying,China,1,activo,23,104.77
270,LEAH CURTIS,40000270,LEAH.CURTIS@sakilacustomer.org,Kalisz,Poland,1,activo,25,104.75
31,BRENDA WRIGHT,40000031,BRENDA.WRIGHT@sakilacustomer.org,Kamarhati,India,2,activo,26,104.74
312,MARK RINEHART,40000312,MARK.RINEHART@sakilacustomer.org,Tabuk,Saudi Arabia,2,activo,26,104.74
425,FRANCIS SIKES,40000425,FRANCIS.SIKES@sakilacustomer.org,San Juan Bautista Tuxtepec,Mexico,2,activo,26,104.74
391,CLARENCE GAMEZ,40000391,CLARENCE.GAMEZ@sakilacustomer.org,Izumisano,Japan,1,activo,30,104.7
65,ROSE HOWARD,40000065,ROSE.HOWARD@sakilacustomer.org,Cayenne,French Guiana,2,activo,22,103.78
365,BRUCE SCHWARZ,40000365,BRUCE.SCHWARZ@sakilacustomer.org,Okinawa,Japan,2,activo,23,103.77
519,RON DELUCA,40000519,RON.DELUCA@sakilacustomer.org,Isesaki,Japan,2,activo,23,103.77
475,PEDRO CHESTNUT,40000475,PEDRO.CHESTNUT@sakilacustomer.org,Šostka,Ukraine,2,activo,24,103.76
199,BETH FRANKLIN,40000199,BETH.FRANKLIN@sakilacustomer.org,Haiphong,Vietnam,2,activo,25,103.75
324,GARY COY,40000324,GARY.COY@sakilacustomer.org,Yuzhou,China,2,activo,25,103.75
537,CLINTON BUFORD,40000537,CLINTON.BUFORD@sakilacustomer.org,Aurora,United States,2,activo,25,103.75
546,KELLY KNOTT,40000546,KELLY.KNOTT@sakilacustomer.org,Sanya,China,1,activo,25,103.75
202,CARLA GUTIERREZ,40000202,CARLA.GUTIERREZ@sakilacustomer.org,Bhusawal,India,2,activo,26,103.74
74,DENISE KELLY,40000074,DENISE.KELLY@sakilacustomer.org,Rio Claro,Brazil,1,activo,27,103.73
282,JENNY CASTRO,40000282,JENNY.CASTRO@sakilacustomer.org,Ponce,Puerto Rico,2,activo,27,103.73
383,MARTIN BALES,40000383,MARTIN.BALES@sakilacustomer.org,Namibe,Angola,1,activo,27,103.73
12,NANCY THOMAS,40000012,NANCY.THOMAS@sakilacustomer.org,Yamuna Nagar,India,1,activo,28,103.72
374,JEREMY HURTADO,40000374,JEREMY.HURTADO@sakilacustomer.org,Vitória de Santo Antão,Brazil,2,activo,28,103.72
100,ROBIN HAYES,40000100,ROBIN.HAYES@sakilacustomer.org,Jelets,Russian Federation,1,activo,24,102.76
445,MICHEAL FORMAN,40000445,MICHEAL.FORMAN@sakilacustomer.org,Escobar,Argentina,1,activo,26,102.74
367,ADAM GOOCH,40000367,ADAM.GOOCH@sakilacustomer.org,Adoni,India,1,activo,22,101.78
480,COREY HAUSER,40000480,COREY.HAUSER@sakilacustomer.org,Gaziantep,Turkey,1,activo,22,101.78
554,DWAYNE OLVERA,40000554,DWAYNE.OLVERA@sakilacustomer.org,Rajkot,India,1,activo,22,101.78
83,LOUISE JENKINS,40000083,LOUISE.JENKINS@sakilacustomer.org,Springs,South Africa,1,activo,25,101.75
156,BERTHA FERGUSON,40000156,BERTHA.FERGUSON@sakilacustomer.org,Ondo,Nigeria,1,activo,25,101.75
359,WILLIE MARKHAM,40000359,WILLIE.MARKHAM@sakilacustomer.org,Almirante Brown,Argentina,2,activo,25,101.75
219,WILLIE HOWELL,40000219,WILLIE.HOWELL@sakilacustomer.org,Vicente López,Argentina,2,activo,26,101.74
298,ERIKA PENA,40000298,ERIKA.PENA@sakilacustomer.org,Oulu,Finland,1,activo,26,101.74
385,PHILLIP HOLM,40000385,PHILLIP.HOLM@sakilacustomer.org,Tama,Japan,1,activo,26,101.74
387,JESSE SCHILLING,40000387,JESSE.SCHILLING@sakilacustomer.org,Lubumbashi,"Congo, The Democratic Republic of the",2,activo,26,101.74
509,RAUL FORTIER,40000509,RAUL.FORTIER@sakilacustomer.org,Chapra,India,1,activo,20,100.8
55,DORIS REED,40000055,DORIS.REED@sakilacustomer.org,Balašiha,Russian Federation,2,activo,22,100.78
106,CONNIE WALLACE,40000106,CONNIE.WALLACE@sakilacustomer.org,Ivanovo,Russian Federation,1,activo,23,100.77
123,SHANNON FREEMAN,40000123,SHANNON.FREEMAN@sakilacustomer.org,Varanasi (Benares),India,2,activo,24,100.76
456,RONNIE RICKETTS,40000456,RONNIE.RICKETTS@sakilacustomer.org,Ziguinchor,Senegal,2,activo,25,100.75
303,WILLIAM SATTERFIELD,40000303,WILLIAM.SATTERFIELD@sakilacustomer.org,Sanaa,Yemen,2,activo,26,100.74
474,DUSTIN GILLETTE,40000474,DUSTIN.GILLETTE@sakilacustomer.org,Emmen,Netherlands,2,activo,26,100.74
77,JANE BENNETT,40000077,JANE.BENNETT@sakilacustomer.org,Araçatuba,Brazil,2,activo,28,100.72
361,LAWRENCE LAWTON,40000361,LAWRENCE.LAWTON@sakilacustomer.org,Yaoundé,Cameroon,2,activo,31,100.69
64,JUDITH COX,40000064,JUDITH.COX@sakilacustomer.org,Daxian,China,2,inactivo,33,100.67
449,OSCAR AQUINO,40000449,OSCAR.AQUINO@sakilacustomer.org,Sirjan,Iran,2,activo,20,99.8
489,RICARDO MEADOR,40000489,RICARDO.MEADOR@sakilacustomer.org,Okayama,Japan,1,activo,21,99.79
67,KELLY TORRES,40000067,KELLY.TORRES@sakilacustomer.org,Xi´angtan,China,1,activo,22,99.78
192,LAURIE LAWRENCE,40000192,LAURIE.LAWRENCE@sakilacustomer.org,Firozabad,India,1,activo,23,99.77
352,ALBERT CROUSE,40000352,ALBERT.CROUSE@sakilacustomer.org,Bamenda,Cameroon,1,activo,23,99.77
437,RANDALL NEUMANN,40000437,RANDALL.NEUMANN@sakilacustomer.org,La Romana,Dominican Republic,2,activo,23,99.77
547,KURT EMMONS,40000547,KURT.EMMONS@sakilacustomer.org,Kanazawa,Japan,1,activo,23,99.77
43,CHRISTINE ROBERTS,40000043,CHRISTINE.ROBERTS@sakilacustomer.org,Faaa,French Polynesia,2,activo,24,99.76
511,CHESTER BENNER,40000511,CHESTER.BENNER@sakilacustomer.org,Suihua,China,1,activo,24,99.76
10,DOROTHY TAYLOR,40000010,DOROTHY.TAYLOR@sakilacustomer.org,Esfahan,Iran,1,activo,25,99.75
597,FREDDIE DUGGAN,40000597,FREDDIE.DUGGAN@sakilacustomer.org,Sullana,Peru,1,activo,25,99.75
570,IVAN CROMWELL,40000570,IVAN.CROMWELL@sakilacustomer.org,Monclova,Mexico,2,activo,26,99.74
580,ROSS GREY,40000580,ROSS.GREY@sakilacustomer.org,Iligan,Philippines,1,activo,27,99.73
72,THERESA WATSON,40000072,THERESA.WATSON@sakilacustomer.org,Taguig,Philippines,2,activo,30,99.7
272,KAY CALDWELL,40000272,KAY.CALDWELL@sakilacustomer.org,Yantai,China,1,activo,20,98.8
17,DONNA THOMPSON,40000017,DONNA.THOMPSON@sakilacustomer.org,Elista,Russian Federation,1,activo,21,98.79
443,FRANCISCO SKIDMORE,40000443,FRANCISCO.SKIDMORE@sakilacustomer.org,São Leopoldo,Brazil,2,activo,22,98.78
544,CODY NOLEN,40000544,CODY.NOLEN@sakilacustomer.org,São Bernardo do Campo,Brazil,2,activo,22,98.78
180,STACY CUNNINGHAM,40000180,STACY.CUNNINGHAM@sakilacustomer.org,Pereira,Colombia,2,activo,23,98.77
217,AGNES BISHOP,40000217,AGNES.BISHOP@sakilacustomer.org,Sambhal,India,2,activo,23,98.77
175,ANNETTE OLSON,40000175,ANNETTE.OLSON@sakilacustomer.org,Allappuzha (Alleppey),India,1,activo,24,98.76
60,MILDRED BAILEY,40000060,MILDRED.BAILEY@sakilacustomer.org,Jaipur,India,1,activo,25,98.75
264,GWENDOLYN MAY,40000264,GWENDOLYN.MAY@sakilacustomer.org,Higashiosaka,Japan,1,activo,25,98.75
516,ELMER NOE,40000516,ELMER.NOE@sakilacustomer.org,Battambang,Cambodia,2,activo,26,98.74
133,PAULINE HENRY,40000133,PAULINE.HENRY@sakilacustomer.org,Torreón,Mexico,1,activo,27,98.73
310,DANIEL CABRAL,40000310,DANIEL.CABRAL@sakilacustomer.org,Ibirité,Brazil,2,activo,20,97.8
505,RAFAEL ABNEY,40000505,RAFAEL.ABNEY@sakilacustomer.org,Talavera,Philippines,1,activo,21,97.79
73,BEVERLY BROOKS,40000073,BEVERLY.BROOKS@sakilacustomer.org,Chiayi,Taiwan,2,activo,24,97.76
111,CARMEN OWENS,40000111,CARMEN.OWENS@sakilacustomer.org,Caracas,Venezuela,1,activo,26,97.74
182,RENEE LANE,40000182,RENEE.LANE@sakilacustomer.org,Compton,United States,1,activo,26,97.74
422,MELVIN ELLINGTON,40000422,MELVIN.ELLINGTON@sakilacustomer.org,Laohekou,China,1,activo,26,97.74
498,GENE SANBORN,40000498,GENE.SANBORN@sakilacustomer.org,Salala,Oman,1,activo,27,97.73
461,DEREK BLAKELY,40000461,DEREK.BLAKELY@sakilacustomer.org,Gingoog,Philippines,1,activo,28,97.72
578,WILLARD LUMPKIN,40000578,WILLARD.LUMPKIN@sakilacustomer.org,Carmen,Mexico,2,activo,22,96.78
101,PEGGY MYERS,40000101,PEGGY.MYERS@sakilacustomer.org,Abha,Saudi Arabia,1,activo,24,96.76
69,JUDY GRAY,40000069,JUDY.GRAY@sakilacustomer.org,Béchar,Algeria,2,activo,25,96.75
326,JOSE ANDREW,40000326,JOSE.ANDREW@sakilacustomer.org,Kingstown,Saint Vincent and the Grenadines,1,activo,25,96.75
551,CLAYTON BARBEE,40000551,CLAYTON.BARBEE@sakilacustomer.org,Alvorada,Brazil,2,activo,26,96.74
561,IAN STILL,40000561,IAN.STILL@sakilacustomer.org,Garland,United States,2,activo,27,96.73
596,ENRIQUE FORSYTHE,40000596,ENRIQUE.FORSYTHE@sakilacustomer.org,Patras,Greece,1,activo,28,96.72
169,ERICA MATTHEWS,40000169,ERICA.MATTHEWS@sakilacustomer.org,Pingxiang,China,2,inactivo,22,95.78
476,DERRICK BOURQUE,40000476,DERRICK.BOURQUE@sakilacustomer.org,Gatineau,Canada,1,activo,22,95.78
488,SHANE MILLARD,40000488,SHANE.MILLARD@sakilacustomer.org,La Paz,Mexico,2,activo,22,95.78
37,PAMELA BAKER,40000037,PAMELA.BAKER@sakilacustomer.org,Nanyang,China,1,activo,23,95.77
216,NATALIE MEYER,40000216,NATALIE.MEYER@sakilacustomer.org,Aparecida de Goiânia,Brazil,1,activo,23,95.77
291,TONI HOLT,40000291,TONI.HOLT@sakilacustomer.org,Roanoke,United States,1,activo,23,95.77
364,BENJAMIN VARNEY,40000364,BENJAMIN.VARNEY@sakilacustomer.org,Guadalajara,Mexico,1,activo,23,95.77
431,JOEL FRANCISCO,40000431,JOEL.FRANCISCO@sakilacustomer.org,Sucre,Bolivia,2,activo,23,95.77
232,CONSTANCE REID,40000232,CONSTANCE.REID@sakilacustomer.org,Zaria,Nigeria,2,activo,25,95.75
507,EDGAR RHOADS,40000507,EDGAR.RHOADS@sakilacustomer.org,Eskisehir,Turkey,2,activo,25,95.75
132,ESTHER CRAWFORD,40000132,ESTHER.CRAWFORD@sakilacustomer.org,Botshabelo,South Africa,2,activo,28,95.72
542,LONNIE TIRADO,40000542,LONNIE.TIRADO@sakilacustomer.org,Pangkal Pinang,Indonesia,2,activo,18,94.82
238,NELLIE GARRETT,40000238,NELLIE.GARRETT@sakilacustomer.org,Shimoga,India,1,activo,21,94.79
68,NICOLE PETERSON,40000068,NICOLE.PETERSON@sakilacustomer.org,Shivapuri,India,1,activo,22,94.78
134,EMMA BOYD,40000134,EMMA.BOYD@sakilacustomer.org,Qalyub,Egypt,1,activo,23,94.77
153,SUZANNE NICHOLS,40000153,SUZANNE.NICHOLS@sakilacustomer.org,Jakarta,Indonesia,2,activo,24,94.76
330,SCOTT SHELLEY,40000330,SCOTT.SHELLEY@sakilacustomer.org,Aurora,United States,1,activo,25,94.75
142,APRIL BURNS,40000142,APRIL.BURNS@sakilacustomer.org,Dundee,United Kingdom,1,activo,26,94.74
81,ANDREA HENDERSON,40000081,ANDREA.HENDERSON@sakilacustomer.org,Mahajanga,Madagascar,1,activo,22,93.78
189,LORETTA CARPENTER,40000189,LORETTA.CARPENTER@sakilacustomer.org,Oshawa,Canada,1,activo,22,93.78
